Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",Total Distance per 90,Running Distance per 90 (15-20 km/h),HSR Distance per 90 (20-25 km/h),Sprinting Distance per 90 (+25 km/h),HI Distance per 90 (+20 km/h),Meter/Min,Max Speed (km/h),Count Medium Acceleration per 90 (1.5 m/s² to 3 m/s²),Count High Acceleration per 90 (+3 m/s²),Count Medium Deceleration per 90 (-1.5 m/s² to -3 m/s²),Count High Deceleration per 90 (-3 m/s²),Count HSR per 90 (20-25 km/h),Count Sprint per 90 (+25 km/h),Count HI per 90 (+20 km/h)
Ricardo Horta,Sporting Braga,Sporting Braga,"AMF, RW, RWF",30,15000000,2028-06-30,6,572,0,0.85,1,1.21,11.01,45.71,Portugal,Portugal,right,173,58,no,4.25,3.93,72,0.63,0,0,0,0.16,1.42,2.25,0.31,0,0,0,0,1.42,0,0,0,0.13,0,0,6,0.94,33.33,0,0.16,2.67,23.53,2.05,15.38,0.63,50,0.16,0.31,100,4.72,30,3.78,0.31,0,21.24,1.57,0.79,30.05,80.63,5.66,72.22,6.45,95.12,12.12,76.62,26.75,87.06,0.79,40,15.79,21.85,0.19,1.73,0.16,0,0.16,100,0.63,2.05,84.62,2.99,42.11,0.16,100,1.42,0.63,3.46,86.36,0,,0,,0,0,0,0,,,0,,,0.16,0,0,2.52,0,0,,,,,,,,,,,,,,
Nico González,Porto,Porto,"AMF, CF, LCMF",22,15000000,2028-06-30,6,549,1,2.16,1,0.09,18.52,44.25,Spain,Spain,right,188,86,no,4.75,6.07,45.95,4.92,36.67,0,0,0,1.97,3.56,2.62,3,0.49,0,0,1.97,0.16,1,0.16,0.35,0,0,10,1.64,40,10,0.16,0.16,0,0.16,0,0,0,0,1.31,62.5,4.92,40,2.13,1.48,0,36.07,0.49,0.49,45.25,93.84,15.08,89.13,7.38,100,15.41,94.68,44.43,94.46,0.66,75,15.74,20.17,0.01,0.33,0.16,0,0.66,75,0.16,7.05,95.35,1.8,72.73,0.82,80,1.48,0,5.08,96.77,0,,0,,0,0,0,0,,,0.49,,,0,0,0,0,0,0,,,,,,,,,,,,,,
João Mário,Porto,Porto,RB,24,15000000,2027-06-30,4,223,0,0.34,1,0.49,16.95,57.14,Portugal,Portugal,right,179,66,no,5.65,5.25,69.23,1.21,33.33,0,0,0,2.02,3.95,2.42,0,0,0,0,5.65,0,0,0,0.14,0,0,3,1.21,0,0,0.4,5.65,35.71,0,0,5.65,35.71,0.81,4.84,75,8.88,59.09,3.23,4.44,0.81,33.5,1.21,1.61,43.18,80.37,11.3,78.57,8.88,95.45,14.53,80.56,34.71,87.21,3.23,87.5,18.4,32.05,0.2,1.21,0,0,0,0,0.81,5.25,76.92,3.63,66.67,0.81,50,1.21,1.61,7.67,84.21,0,,0,,0,0,0,0,,,1.21,,,0,0,0,0,0,0,,,,,,,,,,,,,,
J. Beste,Benfica,Benfica,LB,25,15000000,2029-06-30,2,85,0,0,0,0.23,20.12,52.63,Germany,Germany,left,175,66,no,7.41,7.41,57.14,0,0,0,0,0,3.18,5.63,1.06,0,0,0,0,3.18,0,0,0,0,0,0,1,1.06,0,0,0,5.29,0,5.29,0,0,0,0,5.29,60,10.59,50,1.06,3.18,1.06,39.18,2.12,4.24,44.47,80.95,7.41,71.43,9.53,100,15.88,73.33,37.06,91.43,2.12,100,17.35,15.85,0.24,2.12,0,0,0,0,0,5.29,80,2.12,0,0,0,0,0,3.18,100,0,,0,,0,0,0,0,,,0,,,1.06,0,0,3.18,0,0,,,,,,,,,,,,,,
K. Aktürkoğlu,Benfica,Benfica,LAMF,25,15000000,2029-06-30,1,71,0,0.4,1,0.55,11.41,55.56,Türkiye,Türkiye,right,173,67,no,6.34,5.07,25,0,0,1.27,2.73,1.27,3.8,8.18,1.27,0,0,0,0,6.34,0,0,0,0.5,0,0,4,5.07,25,0,1.27,3.8,33.33,3.8,33.33,0,0,1.27,3.8,100,6.34,80,12.68,3.8,0,38.03,6.34,0,44.37,74.29,5.07,50,7.61,100,17.75,78.57,36.76,79.31,3.8,66.67,17.24,33.21,0.7,3.8,0,0,0,0,1.27,5.07,50,2.54,50,0,0,2.54,2.54,5.07,75,0,,0,,0,0,0,0,,,1.27,,,0,0,0,0,0,0,,,,,,,,,,,,,,
H. Morita,Sporting CP,Sporting CP,"LCMF, RCMF",29,15000000,2026-06-30,6,412,0,0.34,0,0.41,15.73,48.61,Japan,Japan,right,177,69,no,8.3,7.21,63.64,1.97,22.22,0.66,1.03,0.22,3.06,4.83,0.66,0,0,0,0,1.09,0,0,0,0.07,0,0,4,0.87,25,0,0,0.87,75,0.44,100,0.44,50,0.22,0.66,33.33,4.37,35,1.09,1.09,0.22,40.41,0.22,0.22,54.83,92.83,18.79,88.37,5.46,100,22.72,95.19,50.9,93.56,3.06,85.71,18.85,36.99,0.09,0.66,0,0,0.22,0,0.44,10.92,94,1.53,57.14,0.44,50,1.31,0.66,10.92,90,0,,0,,0,0,0,0,,,0.44,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Arthur Cabral,Benfica,Benfica,"CF, RAMF",26,14000000,2028-06-30,2,30,1,0.07,0,0,,,Brazil,Brazil,right,186,89,no,,,,,,,0,,,10,,0,,0,,,,1,,,0,,1,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58,0,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,
Nuno Santos,Sporting CP,Sporting CP,LWB,29,14000000,2027-06-30,4,214,0,0.04,0,0.59,6.73,43.75,Portugal,Portugal,left,177,72,no,2.94,3.36,37.5,0,0,0.84,1.62,0,0.84,1.62,0.42,0,0,0,0,3.36,0,0,0,0.02,0,0,2,0.84,50,0,0,7.15,17.65,7.15,17.65,0,0,0.42,1.68,25,2.1,40,2.52,1.68,0,36.17,3.36,0.42,44.16,79.05,9.67,73.91,14.3,97.06,13.88,72.73,34.91,91.57,2.52,66.67,16.87,33.84,0.25,2.52,0,0,1.68,75,0.84,3.36,100,5.47,38.46,1.26,100,2.1,1.26,7.15,76.47,0,,0,,0,0,0,0,,,0.84,,,0.42,0,0,2.52,0,0,,,,,,,,,,,,,,
A. Bah,Benfica,Benfica,RB,26,13000000,2027-06-30,3,291,0,0.2,0,0.58,24.12,60.26,Denmark,"Denmark, Gambia",right,183,76,no,10.82,8.66,89.29,3.71,50,0,0,0,3.09,5.36,0.62,0,0,0,0,3.71,0,0,0,0.06,0,0,2,0.62,0,0,0,4.33,50,0.31,0,4.02,53.85,0.31,2.16,71.43,8.97,41.38,3.09,1.55,0,40.21,4.33,2.47,52.58,83.53,12.99,61.9,12.37,97.5,18.56,85,44.54,89.58,4.33,50,17.82,36.13,0.18,0.93,0,0,0.31,0,0.62,7.11,82.61,3.71,50,0.31,100,0.93,1.55,12.68,85.37,0,,0,,0,0,0,0,,,0.31,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Otávio,Porto,Porto,LCB,22,13000000,2028-06-30,5,496,0,0.76,0,0,12.16,64.18,Brazil,Brazil,left,188,78,no,5.99,4.9,77.78,2,36.36,0.18,0.34,0.36,2,3.75,0.73,1,0.18,0,0,0.73,0,0,0,0.14,0,0,5,0.91,20,0,0,0.18,0,0.18,0,0,0,0,0.73,50,2,72.73,1.09,0.54,0,46.81,0.36,1.09,60.24,92.47,22.32,84.55,4.35,95.83,27.22,100,55.34,96.07,4.72,53.85,19.91,35.74,0,0,0,0,0.36,50,0,11.07,80.33,1.63,11.11,1.45,37.5,0.36,0,8.35,78.26,0,,0,,0,0,0,0,,,2.72,,,0,0,0,0,0,0,,,,,,,,,,,,,,
N. Pérez,Porto,Porto,"RCB, LCB",24,13000000,2027-06-30,2,200,0,0.16,0,0,13.5,50,Argentina,Argentina,right,186,76,yes,4.5,2.25,40,7.65,52.94,0.45,0.81,0.45,3.15,5.68,1.8,1,0.45,0,0,0,0,0,0,0.07,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0.45,0.9,0,36.45,0.45,0,48.15,93.46,12.15,81.48,3.6,100,30.6,98.53,47.7,94.34,0.45,0,20.72,23.41,0,0,0,0,0,0,0,6.75,66.67,0,0,0,0,0,0,4.5,80,0,,0,,0,0,0,0,,,2.7,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Rodrigo Zalazar,Sporting Braga,Sporting Braga,"RAMF, LCMF, RDMF",25,12000000,2028-06-30,4,360,2,1.13,2,1.1,22.25,46.07,Spain,"Spain, Uruguay",right,178,73,no,4,4.75,47.37,1.5,33.33,0,0,0,1.75,3.18,0.75,2,0.5,0,0,6.25,0.5,2,0.5,0.28,0,0,13,3.25,23.08,15.385,0.5,4.25,41.18,0.75,33.33,3.5,42.86,0.75,5,65,12.5,50,3.25,2.5,0,29.75,1,2,38.75,79.35,10,65,6.5,92.31,14.5,84.48,30.5,86.89,4.25,64.71,19.98,35.63,0.28,1.25,0,0,0.5,100,0.5,6.25,76,5.5,68.18,0.25,100,2.25,1.5,8.75,88.57,0,,0,,0,0,0,0,,,0,,,2.25,0.75,0,3.5,0,0,,,,,,,,,,,,,,
Z. Amdouni,Benfica,Benfica,LAMF,23,12000000,2028-06-30,1,25,0,0,0,0,,,Switzerland,"Switzerland, Tunisia",both,185,79,yes,,,,,,,0,,,7.5,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.07,39.55,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,
Stephen Eustáquio,Porto,Porto,"RDMF, LCMF, AMF",27,11000000,2027-06-30,4,190,0,0.03,0,0.07,19.89,54.76,Canada,"Canada, Portugal",right,178,67,no,10.42,9.47,65,2.84,66.67,0.47,0.79,0,3.79,6.32,1.89,2,0.95,0,0,2.84,0,0,0,0.02,0,0,1,0.47,100,0,0,2.37,60,0.47,100,1.89,50,0.47,0.95,100,1.89,75,1.42,0.95,0,48.79,0.47,1.89,58.74,87.9,18.47,84.62,9.95,95.24,22.74,93.75,52.58,89.19,3.79,87.5,18.39,20.43,0.03,0.95,0,0,0,0,0,9,73.68,2.37,60,0,0,0.47,1.42,10.42,86.36,0,,0,,0,0,0,0,,,0.95,,,0,0,0,0.95,0,0,,,,,,,,,,,,,,
Roger,Sporting Braga,Sporting Braga,"RAMF, LW, RCMF",18,10000000,2028-06-30,6,335,0,0.81,0,0.13,22.57,46.43,Guinea-Bissau,"Guinea-Bissau, Portugal",left,166,54,no,7.52,8.06,63.33,0.81,33.33,0,0,0,2.42,4.22,1.61,0,0,0,0,5.64,0,0,0,0.22,0,0,8,2.15,62.5,0,0,5.1,10.53,1.61,16.67,3.22,0,1.34,6.99,53.85,12.09,35.56,5.1,4.57,0.81,29.28,3.22,0.81,38.15,76.06,5.91,59.09,12.09,93.33,11.28,71.43,31.97,86.55,1.34,60,19.24,27.16,0.04,0.27,0,0,0.81,0,0.27,2.42,44.44,3.22,16.67,0.81,0,1.07,0.27,1.88,57.14,0,,0,,0,0,0,0,,,0.54,,,0,0,0,1.07,0,0,,,,,,,,,,,,,,
I. Kaboré,Benfica,Benfica,RB,23,10000000,2027-06-30,1,8,0,0,0,0,,,Burkina Faso,Burkina Faso,right,180,72,yes,,,,,,,0,,,0,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.93,0,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,
B. Rollheiser,Benfica,Benfica,"RAMF, CF",24,10000000,2029-06-30,1,22,0,0,0,0.06,,,Argentina,Argentina,left,175,75,no,,,,,,,0,,,0,,1,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.86,35.8,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,
Geny Catamo,Sporting CP,Sporting CP,"LWB, RWB",23,10000000,2028-06-30,6,403,1,0.38,1,1.19,15.41,46.38,Mozambique,Mozambique,left,173,69,no,4.69,3.8,58.82,1.56,28.57,0.45,0.71,0,2.01,3.18,0.45,2,0.45,0,0,2.9,0.22,1,0.22,0.09,0,0,7,1.56,14.29,14.286,0.22,2.01,11.11,1.34,0,0.67,33.33,0,3.8,64.71,9.16,46.34,4.02,4.24,0.45,33.95,2.68,2.01,41.32,82.16,9.16,78.05,15.63,92.86,7.82,80,37.3,87.43,2.23,50,16.92,31.1,0.26,1.12,0,0,0,0,0.67,4.69,76.19,1.79,62.5,0,0,2.23,0.22,5.14,86.96,0,,0,,0,0,0,0,,,0.67,,,0,0,0,0.22,0,0,,,,,,,,,,,,,,
Eduardo Quaresma,Sporting CP,Sporting CP,RCB,22,8000000,2028-06-30,4,324,0,0.02,0,0,13.06,53.19,Portugal,Portugal,right,184,76,no,7.22,5.56,65,1.94,71.43,0.28,0.45,0.28,3.33,5.37,0.56,0,0,0,0,0.56,0,0,0,0,0,0,1,0.28,0,0,0,0,0,0,0,0,0,0,1.11,50,4.72,41.18,0,1.94,0.56,56.67,0.56,0.56,68.89,94.35,25.28,90.11,5.56,100,30.28,99.08,66.39,96.65,2.5,33.33,17.5,34.7,0,0,0,0,0.28,0,0,8.06,86.21,0.56,0,0.56,0,0,0,9.72,77.14,0,,0,,0,0,0,0,,,0.83,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Fran Navarro,Porto,Porto,"CF, AMF",26,8000000,2028-06-30,4,108,0,0.38,0,0,16.67,50,Spain,Spain,right,179,72,no,5.83,5.83,85.71,1.67,0,0,0,0,0.83,2.31,0.83,0,0,0,0,1.67,0,0,0,0.32,0,0,2,1.67,50,0,0,0,0,0,0,0,0,0,0.83,100,5.83,28.57,3.33,0.83,0,7.5,0.83,0.83,10,91.67,0.83,100,5,83.33,4.17,100,10,91.67,0,0,14.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,100,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Víctor Gómez,Sporting Braga,Sporting Braga,RB,24,8000000,2028-06-30,5,293,0,0.03,0,0.23,6.45,47.62,Spain,Spain,right,169,63,no,6.45,3.38,54.55,1.23,25,0,0,0,4.61,6.82,0.31,1,0.31,0,0,2.76,0,0,0,0.01,0,0,1,0.31,0,0,0,5.53,44.44,0,0,5.53,44.44,0.61,0.31,0,1.54,40,0,0.61,0.31,28.26,5.22,0.61,38.7,80.16,8.6,75,10.44,94.12,14.13,76.09,29.8,88.66,3.69,66.67,20.9,22.91,0.07,0.61,0.31,0,0.31,100,0.31,4.61,86.67,6.14,55,0.31,100,0.61,2.15,7.68,96,0,,0,,0,0,0,0,,,1.23,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Iván Jaime,Porto,Porto,"RAMF, LAMF, RW",23,8000000,2028-06-30,5,388,2,0.86,1,0.68,15.77,35.29,Spain,Spain,right,180,72,no,3.25,2.09,55.56,0.93,50,0,0,0,2.09,3.91,0.93,0,0,0,0,3.71,0.46,2,0.46,0.2,0,0,9,2.09,66.67,22.222,0.23,1.62,42.86,1.16,20,0.46,100,0,2.55,54.55,9.97,27.91,3.48,0.46,0,23.66,0.46,1.62,28.07,86.78,7.19,77.42,7.89,97.06,7.42,90.63,25.52,91.82,0.93,25,16.39,13.82,0.16,1.39,0,0,0.46,50,0.7,2.55,81.82,3.02,61.54,0.93,25,2.09,0.7,3.71,93.75,0,,0,,0,0,0,0,,,0,,,0.23,0.23,100,0.23,0,0,,,,,,,,,,,,,,
Matheus Reis,Sporting CP,Sporting CP,"LCB, LWB",29,8000000,2025-06-30,6,213,0,0,0,0.01,10.14,41.67,Brazil,Brazil,left,184,80,no,3.8,3.8,66.67,2.11,20,0,0,0,1.27,2.43,1.69,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0.42,100,0.42,100,0,0,0,0.42,100,2.96,28.57,0.42,2.54,0.42,51.13,0,0,67.61,95,24.93,91.53,8.03,100,21.55,98.04,62.11,95.92,5.07,83.33,14.39,20.49,0,0.42,0,0,0,0,0,10.99,92.31,1.27,66.67,1.27,66.67,0.42,0.42,9.3,90.91,0,,0,,0,0,0,0,,,1.27,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Daniel Bragança,Sporting CP,Sporting CP,"LCMF, RCMF",25,8000000,2027-06-30,6,374,1,0.42,0,0.18,12.51,53.85,Portugal,Portugal,left,178,71,no,5.53,4.81,55,1.93,37.5,0.24,0.43,0,2.65,4.71,1.2,1,0.24,0,0,2.17,0.24,1,0.24,0.1,0,0,8,1.93,37.5,12.5,0,0.48,50,0.48,50,0,0,0.24,1.93,62.5,4.33,55.56,1.68,0.48,0,45.96,0.72,1.93,53.66,92.38,15.64,83.08,9.39,100,20.45,95.29,47.65,96.46,5.53,60.87,16.83,26.78,0.04,0.72,0,0,0,0,0.48,8.9,83.78,1.68,57.14,1.2,20,0.48,0.24,6.02,92,0,,0,,0,0,0,0,,,1.2,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Ismael Gharbi,Sporting Braga,Sporting Braga,LCMF,20,7500000,2029-06-30,1,27,0,0.04,0,0,,,France,"France, Spain",right,173,65,no,,,,,,,0,,,0,,0,,0,,,,0,,,0,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.26,0,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,
M. Araújo,Sporting CP,Sporting CP,"LWF, LB",24,7500000,2029-06-30,2,59,0,0.31,0,0.07,25.93,41.18,Uruguay,Uruguay,left,179,73,no,6.1,10.68,42.86,4.58,66.67,0,0,0,1.53,2.14,4.58,0,0,0,0,0,0,0,0,0.47,0,0,2,3.05,0,0,0,1.53,0,1.53,0,0,0,1.53,1.53,0,10.68,28.57,7.63,3.05,0,16.78,3.05,1.53,27.46,88.89,4.58,66.67,12.2,100,6.1,75,22.88,93.33,3.05,100,15.05,12.51,0.1,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,,1.53,,,0,0,0,4.58,0,0,,,,,,,,,,,,,,
Wendell,Porto,Porto,LB,31,7000000,2025-06-30,1,25,0,0.16,0,0.01,,,Brazil,Brazil,left,176,70,no,,,,,,,0,,,0,,0,,0,,,,0,,,0,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.64,17.28,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,
Bruma,Sporting Braga,Sporting Braga,"LWF, LAMF, LW",29,7000000,2027-06-30,4,233,1,0.54,1,0.98,19.31,40,Guinea-Bissau,"Guinea-Bissau, Portugal",right,173,58,no,3.09,2.32,66.67,0.39,0,0,0,0,1.55,2.79,0.77,0,0,0,0,5.79,0.39,1,0.39,0.21,0,0,3,1.16,33.33,33.333,0.39,3.48,44.44,3.09,50,0.39,0,1.55,8.88,39.13,15.84,36.59,4.25,3.48,0.39,33.61,3.86,0.39,44.81,79.31,14.29,70.27,9.27,95.83,14.29,81.08,39.79,83.5,1.55,50,17.77,12.88,0.38,0.77,0,0.39,1.93,20,0.77,3.48,66.67,5.02,38.46,1.93,20,1.16,1.55,8.88,82.61,0,,0,,0,0,0,0,,,0,,,0,0,0,1.16,0,0,,,,,,,,,,,,,,
Tomás Händel,Vitória Guimarães,Vitória Guimarães,"LDMF, DMF, LCMF",23,7000000,2026-06-30,6,553,1,0.29,0,0,11.88,52.05,Portugal,"Portugal, Austria",left,180,69,no,7.16,4.23,76.92,1.3,37.5,0,0,0,3.91,5.37,0.65,0,0,0,0,0.49,0.16,1,0.16,0.05,0,0,5,0.81,20,20,0,0.16,0,0.16,0,0,0,0,0.81,40,5.21,43.75,0.49,1.3,0,30.76,0,1.46,43.45,90.64,12.69,85.9,8.14,94,16.6,92.16,41.01,92.46,2.28,64.29,17.16,34.28,0,0,0,0,0.33,0,0,6.51,82.5,1.14,42.86,0.33,0,0.49,0,3.58,81.82,0,,0,,0,0,0,0,,,0.49,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Álvaro Carreras,Benfica,Benfica,LB,21,7000000,2029-06-30,4,312,0,0,0,0.46,16.73,62.07,Spain,Spain,left,186,78,no,7.79,5.48,68.42,2.6,77.78,0,0,0,4.04,7.64,0.87,2,0.58,0,0,5.48,0,0,0,0,0,0,0,0,0,0,0,6.92,45.83,6.92,45.83,0,0,1.15,3.46,58.33,7.21,52,2.31,2.88,0.87,43.56,3.75,0.87,55.96,75.77,16.73,65.52,5.19,88.89,26.54,80.43,45.58,81.01,4.04,64.29,19.86,39.17,0.13,2.6,0.58,0,0.29,100,0.29,8.94,70.97,6.06,52.38,0.29,100,0.87,3.17,12.4,72.09,0,,0,,0,0,0,0,,,0.29,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Tomás Araújo,Benfica,Benfica,"RCB, RB",22,7000000,2028-06-30,3,276,0,0.25,0,0,19.89,57.38,Portugal,Portugal,right,187,85,no,6.2,6.85,66.67,5.54,64.71,0,0,0,1.63,2.88,0.65,0,0,0,0,1.3,0,0,0,0.08,0,0,1,0.33,100,0,0,1.3,25,0,0,1.3,25,0,1.96,33.33,2.93,44.44,0.33,0.33,0.65,43.04,0.33,0.33,59.35,89.01,26.09,82.5,1.96,100,23.15,95.77,55.11,92.31,2.93,55.56,17.86,45.24,0,0,0,0,0,0,0.33,10.76,78.79,1.96,50,0.33,100,0.65,0.33,6.85,85.71,0,,0,,0,0,0,0,,,0.65,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Renato Sanches,Benfica,Benfica,LDMF,27,6500000,2027-06-30,1,54,0,0,0,0,23.33,64.29,Portugal,"Portugal, São Tomé e Príncipe",right,176,70,yes,6.67,3.33,50,1.67,100,0,0,0,5,11.25,1.67,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,3.33,100,0,0,1.67,100,0,0,0,13.33,62.5,0,5,0,58.33,0,1.67,76.67,86.96,23.33,57.14,6.67,100,43.33,100,58.33,88.57,16.67,80,24.16,46.75,0,0,0,0,0,0,0,31.67,78.95,3.33,50,0,0,0,1.67,15,100,0,,0,,0,0,0,0,,,1.67,,,3.33,0,0,0,0,0,,,,,,,,,,,,,,
Luiz Júnior,Villarreal,Famalicão,GK,23,6000000,2030-06-30,1,100,0,0,0,0,0.9,100,Brazil,"Brazil, Portugal",left,192,88,no,2.7,0,0,0.9,100,0,0,0,2.7,2.73,0,1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,0.9,0,23.4,73.08,14.4,62.5,0,0,9,90,8.1,100,15.3,58.82,41.59,51.01,0,0,0,0.9,0,0,0,3.6,25,0,0,0,0,0,0,9,80,0,0,2,1.8,1,100,0.49,0.44,0.49,0.441,0,4.5,0.9,,,,0,0,0,,,,,,,,,,,,,,
Cristo González,Arouca,Arouca,"RWF, AMF, CF",26,6000000,2026-06-30,2,205,0,0.31,1,0.07,14.05,37.5,Spain,Spain,right,178,74,no,3.51,3.95,55.56,0.44,0,0,0,0.44,1.32,1.8,0.88,0,0,0,0,2.63,0,0,0,0.13,0,0,4,1.76,50,0,0.44,1.32,0,0.88,0,0.44,0,0,2.63,50,8.34,36.84,1.32,0.88,0.44,17.56,1.76,1.32,20.63,57.45,8.34,52.63,2.2,80,5.71,61.54,18,65.85,1.32,0,17.05,17.42,0.03,0.44,0,0,2.2,20,0.88,4.39,70,2.63,50,2.63,16.67,1.32,0,2.63,66.67,0,,0,,0,0,0,0,,,0,,,0.44,0.44,100,0.88,0,0,,,,,,,,,,,,,,
V. Kovačević,Sporting CP,Sporting CP,GK,26,6000000,2029-06-30,4,384,0,0,0,0,0.23,100,Bosnia and Herzegovina,"Bosnia and Herzegovina, Serbia",right,192,86,no,1.88,0,0,0.23,100,0,0,0,1.88,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.08,0.23,0,13.83,89.83,6.8,79.31,0,0,7.03,100,10.55,100,3.28,57.14,24.63,46.19,0,0,0,0,0,0,0,0.23,100,0,0,0,0,0,0,3.05,61.54,2,0.47,10,2.34,2,80,2.39,0.56,0.39,0.091,0,0.47,0.23,,,,0,0,0,,,,,,,,,,,,,,
Matheus,Sporting Braga,Sporting Braga,GK,32,6000000,2027-06-30,5,492,0,0,0,0,0.91,100,Brazil,"Brazil, Portugal",right,190,86,no,1.46,0,0,0.55,100,0,0,0,1.46,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,100,0,0,0,18.84,0.37,0.37,24.33,82.71,10.24,66.07,0.18,100,12.99,94.37,17.56,96.88,6.77,45.95,29.6,49.69,0,0,0,0,0,0,0,2.74,20,0,0,0,0,0,0,4.21,60.87,4,0.73,19,3.48,2,78.95,6,1.1,2,0.366,0.18,1.28,0.55,,,,0,0,0,,,,,,,,,,,,,,
S. Niakaté,Sporting Braga,Sporting Braga,LCB,25,6000000,2028-06-30,3,297,1,0.67,0,0,10.91,72.22,France,"France, Mali",left,186,80,no,6.67,4.55,80,3.94,46.15,0.3,0.52,0,2.73,4.66,0.61,1,0.3,0,0,0.91,0.3,1,0.3,0.2,0,0,2,0.61,50,50,0,0.3,100,0.3,100,0,0,0,0.3,100,0.91,100,0.61,0.3,0,42.12,0.3,0.91,56.06,88.65,16.97,76.79,3.03,100,29.7,94.9,50.91,92.86,4.85,43.75,21.39,40.01,0,0,0,0,0,0,0,6.36,71.43,0.91,33.33,0.3,100,0.3,0,10,63.64,0,,0,,0,0,0,0,,,2.12,,,0,0,0,0,0,0,,,,,,,,,,,,,,
